#Epoch	Training Error
0	1.0994440809972745
1	1.053377438459636
2	1.0119743625127775
3	0.9880039039469132
4	0.9716732849458297
5	0.9543346054057019
6	0.9327542436083558
7	0.9035713827648494
8	0.867038515757349
9	0.8269887596597807
10	0.7875382327756707
11	0.7454977030596792
12	0.7096778039956361
13	0.6761523237091678
14	0.6466203313626816
15	0.6212950763668729
16	0.5980328724317635
17	0.579447202926657
18	0.5619571152102895
19	0.5472492788734065
20	0.5350539397700024
21	0.5244391586967649
22	0.5133603352779057
23	0.5041312495480247
24	0.4951594311350847
25	0.48764942602536376
26	0.4804684391894148
27	0.47354562071780865
28	0.4672585389263483
29	0.4617436706337531
30	0.4569387089163346
31	0.45267586346769295
32	0.448127698902271
33	0.44430561501845955
34	0.441674588310109
35	0.4377827245909756
36	0.4344026573382391
37	0.4306773249610786
38	0.4269324089361781
39	0.42370969946349984
40	0.42177594621395637
41	0.4186945061357849
42	0.4160719057352143
43	0.4135983241842484
44	0.41159227131019566
45	0.409876998182102
46	0.40780810080507096
47	0.4060651600438726
48	0.4044045146235895
49	0.4025793443088456
50	0.4008589161094846
51	0.39890422429176414
52	0.3973663805192295
53	0.395382675196244
54	0.39400543460276666
55	0.3922411400497486
56	0.3909399402898261
57	0.38945218933253695
58	0.38803507450515734
59	0.3866572191200442
60	0.3853702607295903
61	0.3838116026427113
62	0.3822894306202174
63	0.3808568651886545
64	0.37954567653553756
65	0.37815196177440885
66	0.37679565032917095
67	0.3754586563942926
68	0.3741070785948648
69	0.37286980480040277
70	0.3713798942151826
71	0.3702914299367861
72	0.3688947298834425
73	0.3675479529044628
74	0.36637214602400403
75	0.36505346168737984
76	0.3637408043684083
77	0.36242821706311856
78	0.3611116123160261
79	0.35978778025116387
80	0.35845406157259474
81	0.3571662083620473
82	0.3559545459252784
83	0.3545656306560989
84	0.3533120082055587
85	0.3520396521506507
86	0.35076518617506797
87	0.34956817198535406
88	0.34833982739367986
89	0.34711216982924686
90	0.34588688515978566
91	0.3446640772067414
92	0.3434431455048687
93	0.3422231794976744
94	0.3410031546584156
95	0.33978202770325555
96	0.3386472792298384
97	0.33756010178620477
98	0.3363442253443495
99	0.3352466963122684
100	0.3340331528313369
101	0.33295454364134053
102	0.3318442229059149
103	0.3307297151915571
104	0.3296964606602762
105	0.3286342211415278
106	0.3275670176373674
107	0.32649908205321454
108	0.3254669268054387
109	0.32441696061453934
110	0.3234639794619337
111	0.3224717042978675
112	0.3214715526723925
113	0.3204681425746923
114	0.3194632159290098
115	0.3185335219853033
116	0.3175807224758812
117	0.31661884472135454
118	0.3157373711464206
119	0.31482440238370496
120	0.31390060986343454
121	0.3130465220688036
122	0.31208934571458136
123	0.3112150572989507
124	0.31032259902511916
125	0.3094213026697263
126	0.308514321661821
127	0.30760270483257574
128	0.3066866523242269
129	0.3057659008442099
130	0.30483993322674374
131	0.3039080956225933
132	0.30296966260236313
133	0.3021301403072978
134	0.3012341133532187
135	0.30041566513973667
136	0.2996737128339852
137	0.298854134748724
138	0.2980092773139424
139	0.2971477953555803
140	0.2962737091782425
141	0.2953889798215652
142	0.2945840978911338
143	0.2937332450068532
144	0.29286382134026384
145	0.2920862804230575
146	0.2912558378181452
147	0.29040305342262
148	0.28953362609949757
149	0.2886499239833338
150	0.2878364791084265
151	0.28697637217564775
152	0.28619733790793805
153	0.28542989023153614
154	0.2846083470180518
155	0.2837608791307936
156	0.2829838638748673
157	0.28223921984854666
158	0.2814314156898497
159	0.28071114868012403
160	0.2800104745259753
161	0.2792370906718424
162	0.2784369771514372
163	0.27761707691298365
164	0.2767805843733928
165	0.27592909340913024
166	0.2750632051533074
167	0.27431106867534505
168	0.2736048771552842
169	0.2728003931570627
170	0.2719683974760791
171	0.27111483606342074
172	0.27024216248462285
173	0.2693515505968004
174	0.2684433725231702
175	0.2677831558467904
176	0.26695569849525913
177	0.26609355461102246
178	0.2652052684375928
179	0.26439487776098064
180	0.2635038824680579
181	0.2627095060437557
182	0.2618174945433241
183	0.26089687346026974
184	0.2599519771401149
185	0.2589843018781026
186	0.25799442459648203
187	0.2569823409303924
188	0.25594767315116485
189	0.25488981021918466
190	0.2539760935241866
191	0.2529380313046242
192	0.2518659234576991
193	0.2507638666528791
194	0.2496330467647194
195	0.24847393462188988
196	0.24728656293611648
197	0.24607069179894334
198	0.2448259224864744
199	0.24355177608337972
200	0.2422477480328374
201	0.24091334629647512
202	0.23972335844147302
203	0.2384105151307337
204	0.23705595370449187
205	0.23566491598602043
206	0.23423961160674273
207	0.23278146325047874
208	0.2312914180650463
209	0.22977014084075117
210	0.22821814627542583
211	0.22663588875325189
212	0.22502382257950204
213	0.22338244179569763
214	0.22171230589729182
215	0.22001405578436084
216	0.2182884228910467
217	0.2165362334911499
218	0.21475840953529188
219	0.21295596694483138
220	0.21113001200225298
221	0.20928173629033606
222	0.20741241051077847
223	0.2055233774349519
224	0.20361604418992812
225	0.20169187405152897
226	0.19975237789589464
227	0.1977991054472715
228	0.1958336364492457
229	0.19385757187754019
230	0.19187252530351015
231	0.1898801145079556
232	0.18788195343453687
233	0.18587964456087905
234	0.18387477175354658
235	0.18186889366067974
236	0.1798635376835112
237	0.17786019455553403
238	0.17586031354605788
239	0.1738652982935312
240	0.17187494123996708
241	0.16990776282998363
242	0.16794582486854828
243	0.16599182200780502
244	0.16404770841674457
245	0.16211499521956801
246	0.16019493098369608
247	0.15828859858884975
248	0.15673139466709302
249	0.15477511066429628
250	0.1528679140411937
251	0.1509911942286261
252	0.14913949931523315
253	0.1473104503325211
254	0.1455031446039154
255	0.14371738273156362
256	0.14195328591214446
257	0.14021110748139667
258	0.13849114116080138
259	0.13679367725790995
260	0.135106539283496
261	0.13347752151673983
262	0.13187657866571595
263	0.13029181493072767
264	0.12871488175812734
265	0.1271880790039748
266	0.12567823996385868
267	0.12418829603645594
268	0.12273868318158489
269	0.12128496935821884
270	0.11985695020164214
271	0.11845297709533306
272	0.11707225972689259
273	0.11571439199206827
274	0.11437913263713216
275	0.11306630605534047
276	0.11177575790860984
277	0.11050733568478731
278	0.10926088054159819
279	0.1080362242229774
280	0.10680670048851935
281	0.10554668352202935
282	0.1043894939626548
283	0.10322360889975561
284	0.10209063970265267
285	0.100984029563486
286	0.09990059592854535
287	0.09883876746311004
288	0.09779769658423532
289	0.09677686013276543
290	0.09577587918968222
291	0.09479443784141364
292	0.09383224669613313
293	0.09289378605707488
294	0.09198141871736142
295	0.0910836644139803
296	0.09018338175982785
297	0.08933243119916996
298	0.08849818533848015
299	0.08768513766916976
300	0.08688401916448843
301	0.08609681276135217
302	0.08531204584919982
303	0.08457510718117371
304	0.08382625535853257
305	0.08310207343197525
306	0.08237348675397249
307	0.08169051443073436
308	0.08099330133826342
309	0.08033665218527898
310	0.07969180985020376
311	0.07906743575307953
312	0.0784217454873729
313	0.0778395189190348
314	0.07726363797367196
315	0.07669421121153028
316	0.07613369594718396
317	0.0755974297793449
318	0.07493983516234969
319	0.07436338815137032
320	0.07381154132994003
321	0.07330951342405607
322	0.07280832914735566
323	0.07233756095538688
324	0.07187273054591259
325	0.07142637548471831
326	0.07099150521330123
327	0.07056000443434426
328	0.07013431311767834
329	0.06969848268071678
330	0.06929062260120067
331	0.06889396264599508
332	0.06851741393294151
333	0.06814582565258932
334	0.06777781148464788
335	0.06742255435012467
336	0.06705667862265731
337	0.06671482040159346
338	0.06637696989950445
339	0.06604410004134816
340	0.06571686100745613
341	0.06539554265933305
342	0.065080244661064
343	0.06477096649963901
344	0.06446765520867266
345	0.0641702306817246
346	0.0638785991187864
347	0.06357856342899855
348	0.0633080151069916
349	0.06302494479241118
350	0.06276338653439249
351	0.06250486450806238
352	0.062250019862683144
353	0.06199938010837742
354	0.06175319367791944
355	0.061511556722022846
356	0.06127448243150618
357	0.061041939060147696
358	0.06081387078524565
359	0.060590209164576955
360	0.060370879437374465
361	0.06015580399410893
362	0.05994490428859183
363	0.059738101891121706
364	0.05953531906676492
365	0.05933647909036731
366	0.05914150641513864
367	0.05895032675948853
368	0.0587628671480138
369	0.05858147225500321
370	0.05840686837380627
371	0.058234284646898005
372	0.05806424165200901
373	0.05789928274442215
374	0.05775286347365876
375	0.05759916982584133
376	0.05744583908662685
377	0.0572831058271665
378	0.05713991115293256
379	0.05699719276660013
380	0.0568558334794022
381	0.05671633663896727
382	0.05657898157061085
383	0.05644391529107965
384	0.0563112068977711
385	0.05618087971337924
386	0.056052930260714624
387	0.055927339463662726
388	0.05580407926377574
389	0.05568311653275918
390	0.05556441538842941
391	0.05544793856677476
392	0.05533364823505228
393	0.05522150647327172
394	0.05511147555856001
395	0.0550035181321089
396	0.05489759729602844
397	0.0547936766682573
398	0.054691720412311726
399	0.05459169325189794
400	0.05448379019456505
401	0.05438881134358964
402	0.05429513542331176
403	0.05420699465261871
404	0.054121180626015265
405	0.054016954175857876
406	0.05393462480024737
407	0.05385239157342652
408	0.053773328476556324
409	0.05371904634886426
410	0.05364769769276573
411	0.05357397488935172
412	0.053499187130858626
413	0.05342426429751982
414	0.05334978830260196
415	0.05327611823550999
416	0.0532034715621714
417	0.05313197615209309
418	0.05306170335964542
419	0.05299528740439911
420	0.052932224987003694
421	0.05286929417264986
422	0.05280687211318724
423	0.05274519295159487
424	0.05268439951827796
425	0.0526245760775727
426	0.052565769411107514
427	0.052508002355217166
428	0.052454696205742876
429	0.052403370525176775
430	0.05235208204713764
431	0.052301146175003664
432	0.052249751351845376
433	0.05220486491889239
434	0.05215960387613911
435	0.05211437640832335
436	0.05206944678040753
437	0.05202498456446434
438	0.05198109683398998
