#Epoch	Training Error
439	0.05193784951437945
440	0.051891948207972986
441	0.051854458300699784
442	0.05181669008285112
443	0.051778957421943675
444	0.051741465850401
445	0.05170434886787727
446	0.05166769186325455
447	0.05163154815553166
448	0.05159594971163924
449	0.051560914293948205
450	0.0515264502227848
451	0.0514925595493132
452	0.051459240170030604
453	0.0514264872367935
454	0.0513942940978395
455	0.05136265292639662
456	0.051331555141025345
457	0.051300991686987985
458	0.05127095322479035
459	0.051241430256644724
460	0.051212413211369025
461	0.05118389250142489
462	0.0511558585612513
463	0.05112830187302607
464	0.05110121298396696
465	0.051074582517923586
466	0.051048401183119436
467	0.05102265977728471
468	0.05099734919102222
469	0.05097246040997255
470	0.05094798451615914
471	0.05092391268877524
472	0.05090023620458545
473	0.05087694643806288
474	0.05086364053292249
475	0.05084251560015538
476	0.05082110099750246
477	0.05079958933933538
478	0.0507781140890639
479	0.0507567655290898
480	0.05073560393503191
481	0.05072350391639766
482	0.050704436019736655
483	0.05068491862661269
484	0.050663849655288216
485	0.05064421782863869
486	0.050624623870942145
487	0.0506042613823829
488	0.05059515145349885
489	0.050579523090417355
490	0.050563240862935135
491	0.05054647343723439
492	0.05052942908569204
493	0.05051225416795028
494	0.05049505083993438
495	0.05049137010693184
496	0.05047870515403707
497	0.05046644238993168
498	0.050453024213536764
499	0.05043882310020919
500	0.050424107333873106
501	0.05040906894021075
502	0.05039384461336597
503	0.050378531102449504
504	0.05036319641504272
505	0.0503478879234999
506	0.05033634143502167
507	0.05032176795398168
508	0.05030708869557531
509	0.05029236891450948
510	0.05027765385073611
511	0.050262974956560055
512	0.05024835372417836
513	0.05023380445637531
514	0.05021933627072813
515	0.05020495454892093
516	0.05019208761346768
517	0.05018179871428452
518	0.050170865627956696
519	0.05015946961755878
520	0.050147744055759814
521	0.05013578642084344
522	0.050123667679484694
523	0.05011143926469831
524	0.050093685859060155
525	0.05008517879959213
526	0.05007594004113182
527	0.05006615342564987
528	0.050055956134713316
529	0.05004544981472806
530	0.05003470957178809
531	0.05002379074425657
532	0.050012733973985514
533	0.05000156898951059
534	0.049990317421420516
535	0.04997899489420591
536	0.04996761257907325
537	0.04995617834609197
538	0.04994469761894987
539	0.049933174009162855
540	0.04992160978679302
541	0.049910006229980985
542	0.0498983638846418
543	0.04988668275753329
544	0.049874962459898545
545	0.04986192927078039
546	0.04985349382807995
547	0.049844445377967936
548	0.049834912855281806
549	0.049823018874799396
550	0.049816455149513716
551	0.04980903123545936
552	0.04980092279438327
553	0.04979226540779575
554	0.04978316278901053
555	0.04977369415897317
556	0.04976391998003186
557	0.04975388638128373
558	0.04974362855719169
559	0.049733173368673826
560	0.049722541329072
561	0.04971174811804725
562	0.049700805734438726
563	0.04968972337367707
564	0.04967850809539047
565	0.04966716533137244
566	0.04965569927215533
567	0.04964411316130601
568	0.049632409519572374
569	0.04962059031570417
570	0.049608657096719556
571	0.049596611087321496
572	0.04958445326583406
573	0.0495721844222572
574	0.04955980520269803
575	0.04954634520411366
576	0.049536887015036966
577	0.04952681975234836
578	0.049516247955155655
579	0.049505254403455975
580	0.049493903689284593
581	0.04948224620601932
582	0.04947032128665594
583	0.04945815966066601
584	0.0494457853712269
585	0.049433217267960176
586	0.049420470167335036
587	0.049407555753783125
588	0.04939448327901071
589	0.049381260104514144
590	0.04936789212241388
591	0.04935438408192232
592	0.04934073984266789
593	0.04932696257132766
594	0.04931148318452938
595	0.049300394861314836
596	0.04928872687969489
597	0.04927657045183566
598	0.04926399924415551
599	0.049251071654322735
600	0.049237833986008554
601	0.049224322984206925
602	0.04921056784971199
603	0.04919659183455132
604	0.0491824135025779
605	0.04916804772382625
606	0.04915350645795736
607	0.04913879937105585
608	0.04912393432100514
609	0.04912574370273167
610	0.049112682339594725
611	0.049098851667382294
612	0.04908440336021015
613	0.04906944145643555
614	0.04905404917102913
615	0.049038293003664336
616	0.04902222606704232
617	0.04900589078029228
618	0.04898932103650129
619	0.04897254393992485
620	0.04895558119412008
621	0.04893845020871075
622	0.04892116498041978
623	0.04890373679363296
624	0.04888617477704248
625	0.04886848634573972
626	0.0488506775522375
627	0.048832753365174716
628	0.048814717890611106
629	0.04879657454777346
630	0.048778326208665436
631	0.04875997530900949
632	0.04874152393644209
633	0.04872297390065491
634	0.04870432678920862
635	0.04868558401196465
636	0.04866674683647664
637	0.048647816416195026
638	0.04862879381296029
639	0.048609680014946484
640	0.04859047595099096
641	0.04857118250203759
642	0.048551800510286534
643	0.04853233078651248
644	0.04851277411591996
645	0.04849313126283531
646	0.048473402974464404
647	0.04845358998390746
648	0.04843369301257716
649	0.04841371277214057
650	0.04839184378362706
651	0.048371762236297376
652	0.04836386538870203
653	0.04834439317964869
654	0.04832460297015895
655	0.048304380898758895
656	0.04828379915853136
657	0.04826291685921572
658	0.04824178216666771
659	0.048220434295357495
660	0.04819890515368893
661	0.048177220696369934
662	0.04815540203224646
663	0.04813346632949761
664	0.04811142755383805
665	0.04808929706966871
666	0.04806708412910728
667	0.048044796269509714
668	0.04802243963644055
669	0.0480000192459873
670	0.04797753919777171
671	0.04795500284791297
672	0.04793241294947471
673	0.04790977176651923
674	0.047887081166739155
675	0.047864342696705024
676	0.04784155764300003
677	0.04781872708189889
678	0.04779585191974434
679	0.04777293292576807
680	0.04774997075877333
681	0.04772696598882763
682	0.04770391911490028
683	0.047680830579200216
684	0.047657700778830726
685	0.047634530075258176
686	0.04761131880200425
687	0.04758806727088789
688	0.04756477577708663
689	0.04754144460323801
690	0.04751747941190249
691	0.04749647479225732
692	0.04747512888250243
693	0.047453488820659716
694	0.04743159534408634
695	0.04740948243293449
696	0.04738717842945726
697	0.04736470698079268
698	0.04734208782878453
699	0.04731933746982283
700	0.04729646970490691
701	0.04727349609742953
702	0.0472504263536743
703	0.047227268638771434
704	0.0472040298388694
705	0.04718071577856785
706	0.04715733140118553
707	0.047133880918182734
708	0.04711036793300485
709	0.04708679554372752
710	0.04706316642813434
711	0.04703948291424814
712	0.04701574703880972
713	0.046991960595777135
714	0.04696812517655964
715	0.046944242203404714
716	0.04692031295711103
717	0.046912917888106795
718	0.046890709887282875
719	0.046868020719828
720	0.04684493870833405
721	0.046821523258449085
722	0.046815675122002985
723	0.04679258865880297
724	0.0467691888918628
725	0.0467453255128729
726	0.04672107213057795
727	0.046696491258336616
728	0.04667163568609463
729	0.04664654992000351
730	0.04662127143288524
731	0.04659583174194563
732	0.04657025733212865
733	0.04654457044356684
734	0.0465187897406742
735	0.04649293087903221
736	0.046467006984578244
737	0.04644102905792586
738	0.04641500631503071
739	0.04638894647389561
740	0.046362855995655185
741	0.04633674028716382
742	0.04631060387114667
743	0.04628445052905588
744	0.04625828342098149
745	0.046232105186283415
746	0.04620591802803515
747	0.046179723783883485
748	0.046153523985507205
749	0.04612731990850988
750	0.04610111261428983
751	0.046074902985178974
752	0.04604869175393205
753	0.04602247952848052
754	0.045996266812708415
755	0.04597005402389124
756	0.04594384150733403
757	0.04591762954865695
758	0.04589141838410611
759	0.045865208209204485
760	0.04583899918601009
761	0.04581279144920156
762	0.04578658511117987
763	0.045760380266342666
764	0.04573417699466072
765	0.045707975364671076
766	0.0456817754359771
767	0.045655577261334616
768	0.045629380888387895
769	0.04560318636111476
770	0.0455769937210238
771	0.045550803008144146
772	0.04552461426184024
773	0.045498427521480714
774	0.04547224282698322
775	0.04544606021925458
776	0.04541987974054613
777	0.04539370143473329
778	0.04536752534753503
779	0.04534135152668185
780	0.0453151800220399
781	0.045289010885699935
782	0.04526284417203639
783	0.04523667993773994
784	0.04521051824183114
785	0.0451843591456554
786	0.04515820271286528
787	0.04513204900938904
788	0.04510589810339267
789	0.04507975006523092
790	0.04505360496739519
791	0.04502746288445477
792	0.045001323892994646
793	0.044975188071551084
794	0.04494905550054434
795	0.04492292626221022
796	0.044896800440530744
797	0.04487067812116483
798	0.04484455939137798
799	0.044818444339972
